Base,Lat,Lon,Nom_du_jour,Jour_de_la_semaine,Heure,DayType,Nom_du_mois,DaySituation
B02512,41.0995,-73.9344,Monday,1,8,NormalDay,September,Morning
B02512,40.5977,-73.9467,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6102,-74.0687,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6142,-73.9274,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6231,-74.0342,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6239,-74.0256,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6374,-73.9586,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6404,-73.7117,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6458,-73.7767,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6459,-73.7767,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6506,-73.7561,Tuesday,2,8,NormalDay,September,Morning
B02512,40.664,-73.9808,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6645,-73.9328,Tuesday,2,8,NormalDay,September,Morning
B02512,40.667,-73.8605,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6816,-73.9745,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6832,-73.9963,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6848,-73.9634,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6848,-73.9611,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6848,-73.9244,Tuesday,2,8,NormalDay,September,Morning
B02512,40.686,-73.9909,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6862,-73.9912,Tuesday,2,8,NormalDay,September,Morning
B02512,40.689,-73.9971,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6894,-73.9867,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6907,-74.1782,Tuesday,2,8,NormalDay,September,Morning
B02512,40.692,-74.1812,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6927,-73.9922,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6956,-73.9918,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6957,-73.9938,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6992,-73.8373,Tuesday,2,8,NormalDay,September,Morning
B02512,40.703,-73.9855,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7053,-74.0172,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7066,-74.0096,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7075,-74.0076,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7078,-73.9459,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7109,-73.9563,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7111,-74.0056,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7112,-73.9577,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7123,-73.966,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7145,-73.9909,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7149,-74.0165,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7157,-74.0096,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7166,-74.0165,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7166,-74.0163,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7166,-74.0043,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7168,-74.0109,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7169,-74.0149,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7174,-73.9519,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7179,-74.0074,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7186,-74.0044,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7186,-73.9949,Tuesday,2,8,NormalDay,September,Morning
B02512,40.719,-74.0103,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7192,-74.0045,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7194,-73.9859,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7197,-73.9877,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7204,-74.0035,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7207,-74.0019,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7207,-73.9802,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7211,-74.0009,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7225,-74.0105,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7226,-74.0044,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7227,-73.998,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7228,-74.0089,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7228,-74.008,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7228,-73.9855,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7232,-74.0049,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7235,-74.0107,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7235,-73.9938,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7236,-73.9823,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7237,-74.0108,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7238,-74.0046,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7238,-74.0003,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7239,-73.9925,Tuesday,2,8,NormalDay,September,Morning
B02512,40.724,-74.0033,Tuesday,2,8,NormalDay,September,Morning
B02512,40.724,-73.9967,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7247,-73.9874,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7248,-73.9962,Tuesday,2,8,NormalDay,September,Morning
B02512,40.725,-73.9883,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7257,-73.9829,Tuesday,2,8,NormalDay,September,Morning
B02512,40.726,-73.9918,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7261,-74.0039,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7262,-74.0019,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7264,-74.009,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7265,-73.9789,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7267,-74.0011,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7267,-73.9779,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7269,-73.9958,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7269,-73.9871,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7272,-73.9935,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7272,-73.9922,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7279,-73.9934,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7284,-73.9908,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7289,-73.9843,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7303,-73.9939,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7303,-73.9874,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7326,-73.9813,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7329,-73.9923,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7333,-73.99,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7337,-73.9953,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7339,-73.9899,Tuesday,2,8,NormalDay,September,Morning
B02512,40.734,-74.0095,Tuesday,2,8,NormalDay,September,Morning
B02512,40.734,-73.9949,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7341,-74.0096,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7341,-73.9806,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7345,-74,Tuesday,2,8,NormalDay,September,Morning
B02512,40.735,-73.989,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7353,-74.0017,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7353,-73.9797,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7357,-73.9968,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7358,-74.0015,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7361,-73.9939,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7367,-73.9887,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7367,-73.9822,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7369,-73.9816,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7375,-74.009,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7376,-74.0309,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7377,-73.9863,Tuesday,2,8,NormalDay,September,Morning
B02512,40.738,-74.0021,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7382,-73.9948,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7384,-73.9836,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7387,-74.0027,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7392,-73.9913,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7401,-74.0034,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7406,-73.9906,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7409,-74.0079,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7411,-73.9895,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7419,-74.0039,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7421,-73.9929,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7424,-73.9839,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7427,-73.9943,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7427,-73.9923,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7427,-73.9492,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7431,-73.9822,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7436,-73.9944,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7437,-73.9883,Tuesday,2,8,NormalDay,September,Morning
B02512,40.744,-74.0063,Tuesday,2,8,NormalDay,September,Morning
B02512,40.745,-73.9888,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7453,-74.0045,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7455,-73.9715,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7456,-73.9907,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7457,-73.9908,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7457,-73.9843,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7458,-74.0054,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7458,-73.9201,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7459,-73.9919,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7464,-73.9914,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7473,-74.0018,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7474,-74.0082,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7474,-74.0031,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7477,-73.9748,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7485,-73.989,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7488,-73.9836,Tuesday,2,8,NormalDay,September,Morning
B02512,40.749,-73.9798,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7506,-73.9924,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7507,-73.97,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7514,-74.0067,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7522,-73.9771,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7528,-73.9931,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7532,-73.9959,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7534,-73.9696,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7538,-73.9863,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7552,-73.9733,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7553,-73.993,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7557,-73.9709,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7559,-73.975,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7562,-73.9856,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7566,-73.9843,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7575,-73.963,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7579,-73.9627,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7583,-73.9888,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7583,-73.9623,Tuesday,2,8,NormalDay,September,Morning
B02512,40.759,-73.9645,Tuesday,2,8,NormalDay,September,Morning
B02512,40.759,-73.962,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7596,-73.9876,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7596,-73.9621,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7602,-73.9719,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7613,-73.9837,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7615,-73.9588,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7616,-73.9998,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7617,-73.9983,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7617,-73.9903,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7618,-73.9928,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7619,-73.9721,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7622,-73.9585,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7623,-73.9921,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7625,-73.9613,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7626,-73.9651,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7631,-73.9939,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7635,-73.9635,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7636,-73.9961,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7652,-73.9751,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7653,-73.9615,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7655,-73.9836,Tuesday,2,8,NormalDay,September,Morning
B02512,40.766,-74.0335,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7661,-73.9618,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7662,-73.9916,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7662,-73.9775,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7663,-73.9523,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7666,-73.9781,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7675,-73.9624,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7676,-73.9621,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7678,-73.9531,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7679,-73.9533,Tuesday,2,8,NormalDay,September,Morning
B02512,40.768,-73.9833,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7683,-73.96,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7683,-73.8622,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7684,-73.8623,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7685,-73.9575,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7686,-73.8626,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7689,-73.9924,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7692,-73.9689,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7694,-74.0237,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7694,-73.9598,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7698,-73.9899,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7698,-73.9649,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7701,-73.8648,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7702,-73.865,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7708,-73.9682,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7709,-73.9615,Tuesday,2,8,NormalDay,September,Morning
B02512,40.771,-73.8656,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7711,-73.8855,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7712,-73.9908,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7715,-73.9824,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7716,-73.9826,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7718,-73.9612,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7722,-73.9821,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7726,-73.8859,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7728,-73.9538,Tuesday,2,8,NormalDay,September,Morning
B02512,40.773,-73.8856,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7731,-73.9461,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7732,-73.8856,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7736,-73.9636,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7737,-73.9634,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7738,-73.9487,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7738,-73.8722,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7739,-73.8724,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7741,-73.9649,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7741,-73.9571,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7742,-73.9569,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7743,-73.9793,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7745,-73.9593,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7746,-73.9915,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7748,-73.9484,Tuesday,2,8,NormalDay,September,Morning
B02512,40.775,-73.989,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7753,-73.9629,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7754,-73.9643,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7754,-73.9505,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7757,-73.99,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7758,-73.9763,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7758,-73.9533,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7759,-73.9828,Tuesday,2,8,NormalDay,September,Morning
B02512,40.776,-73.9443,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7763,-73.9479,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7764,-73.9805,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7768,-73.9449,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7769,-73.9892,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7773,-73.952,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7777,-73.9825,Tuesday,2,8,NormalDay,September,Morning
B02512,40.778,-73.9786,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7793,-73.9609,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7795,-73.9879,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7805,-73.9478,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7809,-73.9588,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7811,-73.9573,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7813,-73.9845,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7829,-73.9553,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7847,-73.9522,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7848,-73.9558,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7857,-73.9692,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7859,-73.9703,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7867,-73.9727,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7872,-73.9779,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7886,-73.9731,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7954,-73.6627,Tuesday,2,8,NormalDay,September,Morning
B02512,40.7982,-73.9599,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8009,-73.9289,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8017,-73.9564,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8035,-73.9692,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8287,-73.9505,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8483,-73.419,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8734,-73.9055,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8742,-73.9038,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8868,-73.9084,Tuesday,2,8,NormalDay,September,Morning
B02512,40.8897,-73.9155,Tuesday,2,8,NormalDay,September,Morning
B02512,40.9622,-74.3011,Tuesday,2,8,NormalDay,September,Morning
B02512,40.6164,-73.9289,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6592,-73.9606,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6648,-73.9511,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6706,-73.9421,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6835,-73.9968,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6867,-74.1935,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6879,-73.9975,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6948,-74.1779,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6962,-73.9424,Wednesday,3,8,NormalDay,September,Morning
B02512,40.6983,-73.9842,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7063,-74.0056,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7073,-74.008,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7097,-74.0148,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7123,-74.1642,Wednesday,3,8,NormalDay,September,Morning
B02512,40.713,-73.9951,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7146,-74.0092,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7151,-74.0159,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7151,-73.99,Wednesday,3,8,NormalDay,September,Morning
B02512,40.716,-74.0063,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7167,-73.9648,Wednesday,3,8,NormalDay,September,Morning
B02512,40.717,-73.9587,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7197,-74.0053,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7199,-73.9833,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7199,-73.9828,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7204,-74.0104,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7207,-74.0041,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7208,-73.9889,Wednesday,3,8,NormalDay,September,Morning
B02512,40.721,-74.0043,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7212,-73.9894,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7216,-74.0113,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7218,-73.958,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7227,-74.0049,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7227,-74.0047,Wednesday,3,8,NormalDay,September,Morning
B02512,40.724,-73.9937,Wednesday,3,8,NormalDay,September,Morning
B02512,40.724,-73.9767,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7241,-73.9825,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7243,-74.0001,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7262,-74.0098,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7266,-73.979,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7267,-73.9776,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7269,-73.9955,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7272,-73.9889,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7273,-73.992,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7279,-73.9807,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7284,-73.9475,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7286,-74.0018,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7289,-73.9814,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7298,-73.9997,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7298,-73.9914,Wednesday,3,8,NormalDay,September,Morning
B02512,40.73,-73.9563,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7301,-73.9896,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7302,-74.0075,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7302,-73.9822,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7303,-73.9819,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7305,-73.9831,Wednesday,3,8,NormalDay,September,Morning
B02512,40.732,-73.9939,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7324,-74.0076,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7328,-73.9941,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7336,-73.9565,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7343,-73.9854,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7348,-73.9985,Wednesday,3,8,NormalDay,September,Morning
B02512,40.735,-73.9891,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7377,-74.0087,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7383,-73.9855,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7384,-73.9855,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7388,-74.0091,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7401,-73.9908,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7406,-73.9932,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7419,-74.004,Wednesday,3,8,NormalDay,September,Morning
B02512,40.742,-73.9969,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7425,-73.9962,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7439,-74.0065,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7441,-73.9921,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7442,-73.9963,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7445,-73.9874,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7452,-73.9927,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7461,-74.0078,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7465,-73.994,Wednesday,3,8,NormalDay,September,Morning
B02512,40.747,-73.8258,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7472,-73.9899,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7484,-73.9888,Wednesday,3,8,NormalDay,September,Morning
B02512,40.749,-73.9921,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7492,-73.9797,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7494,-74.004,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7497,-73.9928,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7498,-73.9795,Wednesday,3,8,NormalDay,September,Morning
B02512,40.75,-73.9914,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7504,-73.9779,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7508,-73.9908,Wednesday,3,8,NormalDay,September,Morning
B02512,40.751,-73.9942,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7516,-73.9763,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7519,-73.9936,Wednesday,3,8,NormalDay,September,Morning
B02512,40.7522,-73.9701,Wednesday,3,8,NormalDay,September,Morning
B02512,40.753,-74.0038,Wednesday,3,8,NormalDay,September,Morning
